date,AAPL,MSFT,GOOGL,AMZN,META,TSLA,NVDA,JPM,UNH,V,JNJ,HD,PG,MA,PEP,BAC,XOM,KO,LLY,AVGO,MRK,WMT,ABBV,COST,TMO,DIS,ADBE,CSCO,CRM,NFLX,INTC,ABT,CMCSA,MCD,DHR,TXN,AMD,NKE,PFE,UPS,QCOM,PM,AMGN,BA,LOW,CAT,MS,BKNG,GE,CVX,SPGI,USB,BLK,ISRG,CI,ZTS,AXP,TGT,GILD,DE,FDX,MDLZ,GM,ORCL,ADP,SCHW,MO,VRTX,SO,C,CL,AON,PLD,ETN,CB,WM,APD,D,TFC,ECL,ADI,LRCX,F,BSX,PSX,HCA,MAR,EMR,CTSH,ITW,TRV,MNST,AEP,KMB,MTD,HAL,ROK,KMI,HIG,AIG
2020-07-06,90.36,201.87,74.63,152.85,239.15,91.44,9.22,83.47,282.58,190.85,125.12,222.62,107.54,297.09,116.11,21.04,35.37,39.14,157.38,10.3,65.52,33.09,80.67,286.84,377.93,113.03,452.59,40.17,196.31,493.81,53.08,85.09,35.59,169.1,158.95,112.61,53.4,94.38,27.44,97.66,84.03,55.2,219.3,187.91,124.19,116.87,41.56,1685.33,34.108,72.0,327.7,30.04,496.42,194.88,175.9,133.06,90.87,105.27,63.28,150.67,143.77,46.12,25.02,52.56,136.5,31.94,27.12,291.31,43.66,43.04,65.38,185.18,84.3,80.99,117.63,97.41,222.26,59.96,29.12,191.61,113.56,31.71,4.89,35.59,55.91,95.51,87.28,56.03,52.41,159.37,103.45,35.66,68.36,120.86,823.45,12.11,197.51,11.15,34.44,27.35
2020-07-07,90.08,199.52,74.14,150.01,239.73,92.66,9.25,81.12,276.83,187.42,125.01,220.66,108.06,291.59,116.34,20.46,34.45,39.12,157.24,10.12,64.82,35.33,80.95,291.2,375.93,112.24,449.36,39.48,194.98,493.16,51.98,84.62,35.36,166.69,158.12,111.8,52.93,91.66,27.06,96.89,83.32,57.03,216.65,178.88,123.51,114.85,40.43,1639.52,32.9386,70.16,327.86,29.02,489.01,191.78,169.14,132.91,87.52,104.23,63.0,149.24,145.86,46.02,24.44,52.29,133.12,31.64,27.36,299.06,43.75,41.68,65.84,184.95,83.65,79.65,117.52,96.86,236.74,60.48,28.02,192.75,112.64,31.04,4.84,34.64,53.05,92.65,84.95,54.52,52.03,157.28,101.56,35.85,68.58,120.68,819.06,11.53,194.61,10.76,33.44,25.95
2020-07-08,92.18,203.91,74.82,154.06,242.44,91.06,9.58,81.98,278.43,188.26,125.38,222.28,108.65,292.21,116.91,20.54,34.37,39.0,159.49,10.32,64.16,34.63,80.89,291.28,382.24,115.24,457.68,39.64,198.86,502.78,52.25,84.73,35.07,166.72,160.18,112.37,53.43,93.34,26.83,96.9,84.58,56.53,215.32,180.08,124.18,115.69,41.64,1643.33,33.4258,70.19,340.48,28.96,496.47,193.65,167.31,133.26,87.41,103.91,62.33,148.94,145.88,45.78,24.25,52.62,134.11,32.14,27.31,295.92,44.03,42.14,66.3,187.91,84.47,79.59,118.16,95.47,240.9,61.29,28.03,186.89,112.86,31.6,4.81,34.55,52.53,92.06,87.44,54.76,51.89,156.38,102.19,35.88,68.61,121.38,818.19,11.59,195.39,10.65,33.86,26.56
2020-07-09,92.51,205.34,75.57,159.13,243.35,92.95,9.85,80.2,271.71,185.5,124.69,221.2,108.29,286.8,115.59,20.25,32.96,38.0,156.96,10.39,63.15,35.55,79.8,299.77,383.27,115.38,460.84,40.41,199.31,507.76,52.08,85.73,34.67,165.35,161.1,113.39,57.26,91.59,26.6,96.89,84.33,54.84,215.38,173.28,124.05,113.53,40.45,1652.22,32.0615,67.26,338.94,27.91,489.2,191.49,161.57,132.18,85.22,104.09,61.59,148.25,143.28,44.91,22.77,53.43,131.97,31.63,26.44,295.4,43.1,40.96,65.26,186.87,85.19,78.04,114.9,94.51,242.52,60.11,26.68,187.59,114.14,31.78,4.62,34.5,48.43,90.82,83.8,53.31,51.5,155.45,99.36,35.52,68.27,120.42,830.53,10.95,194.55,10.21,32.2,24.91
2020-07-10,92.74,204.71,76.58,160.0,243.92,102.98,9.82,84.59,271.78,185.83,124.59,223.12,109.54,287.86,117.12,21.36,33.98,39.07,154.05,10.32,63.18,36.37,78.9,300.41,378.22,117.88,466.2,40.38,197.47,548.73,53.07,85.15,35.75,165.85,159.53,113.48,55.88,92.53,26.9,97.41,83.66,57.05,213.13,178.44,125.72,115.59,42.4,1688.93,32.5975,69.28,338.07,29.72,493.33,191.96,163.09,131.62,87.72,104.94,62.92,149.61,145.9,45.96,23.72,53.3,133.27,32.49,27.58,294.45,44.17,43.61,65.58,189.85,83.64,78.77,118.68,96.12,243.94,59.96,27.94,190.59,114.37,32.18,4.82,34.68,50.13,93.11,86.0,53.58,51.96,156.14,102.79,35.83,70.05,121.29,819.2,11.21,194.12,10.45,33.64,26.78
2020-07-13,92.31,198.39,75.25,155.2,237.88,99.8,9.42,85.8,279.69,182.42,127.07,222.68,109.68,282.5,117.51,21.51,33.99,39.16,152.84,10.06,63.69,36.04,79.74,297.36,374.63,114.8,442.47,39.74,187.0,525.5,52.22,85.2,35.78,165.88,158.44,111.99,53.59,91.09,28.0,96.3,82.59,57.47,213.99,175.65,124.91,117.9,42.76,1668.52,32.6462,69.42,332.57,30.04,491.98,190.43,164.79,132.78,88.03,104.82,63.22,154.07,143.73,46.15,24.17,52.94,131.74,32.14,27.54,284.82,44.13,43.23,65.38,189.37,82.54,79.67,118.57,96.59,244.98,60.04,28.26,190.25,107.71,31.91,4.79,34.44,49.49,93.21,85.02,54.53,52.59,156.79,103.15,35.27,70.56,120.36,823.99,10.96,194.94,10.41,33.81,26.44
2020-07-14,93.84,199.62,75.68,154.2,238.61,101.12,9.73,86.29,287.91,186.58,129.44,229.97,110.6,291.04,118.04,21.47,35.12,39.7,154.54,10.18,64.43,36.74,81.54,302.04,383.06,117.21,433.78,40.03,188.21,524.88,52.58,87.12,36.34,171.09,161.08,114.66,54.72,91.37,28.01,97.63,83.54,58.1,216.6,179.96,128.12,123.59,42.99,1677.89,33.5233,71.82,337.9,29.6,499.79,195.11,169.25,134.79,89.24,106.02,63.64,159.45,145.82,47.22,24.93,53.34,131.74,32.25,28.12,293.83,44.55,41.54,66.62,191.28,82.37,82.63,120.82,98.32,250.91,60.23,27.92,193.89,108.41,32.76,5.03,35.22,50.87,95.27,84.65,55.66,52.6,160.96,107.04,35.82,71.05,121.9,849.34,11.6,201.64,10.68,34.84,27.39
2020-07-15,94.48,199.32,75.48,150.44,239.15,103.07,9.59,87.63,283.76,189.69,129.74,229.98,110.08,297.63,116.45,21.88,35.56,40.15,156.02,10.14,65.41,36.73,82.87,300.84,388.24,119.42,433.01,40.15,186.75,523.26,52.62,88.87,37.03,172.03,163.59,114.88,55.34,93.05,28.4,100.92,83.69,58.64,216.79,187.94,129.19,124.93,43.72,1779.88,34.7901,72.26,340.94,30.7,506.25,202.6,168.2,137.21,91.61,107.42,63.19,162.12,148.35,46.97,26.14,52.8,134.57,33.29,28.08,295.11,44.0,42.94,66.48,193.15,82.69,85.11,122.72,98.87,251.78,61.48,29.31,197.47,108.3,32.49,5.33,36.7,53.75,101.71,91.36,57.04,55.58,163.45,107.57,36.1,70.49,121.32,869.04,12.08,204.37,10.98,36.34,28.27
2020-07-16,93.32,195.37,75.39,150.0,239.8,100.04,9.5,87.87,286.63,186.74,130.61,230.23,110.31,291.43,116.61,21.28,35.28,39.94,155.59,10.06,65.38,36.79,82.41,300.45,387.96,117.97,426.29,39.61,184.19,527.39,52.72,88.57,37.19,171.27,164.0,114.91,54.92,91.84,28.31,101.37,82.47,58.91,218.4,178.7,130.59,125.11,44.82,1727.9,34.3516,71.83,335.86,30.63,504.8,201.42,167.24,137.42,90.63,107.67,63.18,163.08,152.81,47.39,26.11,52.06,132.38,32.6,28.41,290.56,44.6,42.62,66.74,194.76,81.24,85.26,125.71,99.49,256.44,62.7,29.54,197.84,106.54,32.65,5.42,36.37,53.26,103.14,90.47,56.6,56.87,162.92,108.8,36.31,70.83,121.66,860.68,12.16,205.51,11.0,38.05,28.97
2020-07-17,93.13,194.38,75.48,148.1,240.89,100.06,9.56,86.25,286.05,188.28,130.7,232.28,111.08,296.02,117.29,20.65,34.68,40.52,156.5,10.1,65.76,36.66,83.16,299.08,390.91,117.2,432.42,40.45,186.44,492.99,53.49,91.19,37.22,171.77,165.86,116.4,55.04,90.92,28.82,100.36,83.4,58.66,221.19,175.66,132.09,124.54,44.62,1713.46,34.4491,70.88,340.83,29.39,523.28,216.91,167.06,139.07,89.56,107.42,63.9,165.99,152.7,48.31,25.72,51.2,133.66,31.22,28.45,294.53,45.29,41.59,67.33,195.71,84.1,86.18,125.63,100.64,262.52,64.03,28.81,199.8,107.25,32.78,5.38,37.71,52.42,102.1,88.89,56.95,57.22,163.34,107.59,37.11,72.84,122.24,867.89,12.16,207.35,10.95,37.72,28.58
2020-07-20,95.09,202.73,77.82,159.84,244.27,109.53,9.85,85.49,283.19,191.54,130.91,232.09,110.73,303.71,115.94,20.97,33.86,39.91,157.52,10.25,65.38,36.59,82.09,300.67,398.39,116.35,455.27,40.64,193.7,502.41,54.51,91.03,37.02,171.89,167.96,118.74,57.46,90.32,29.02,100.19,84.25,56.99,223.33,174.42,131.82,122.47,44.15,1695.12,33.4745,69.32,344.1,29.01,516.05,222.51,163.39,140.33,88.45,105.79,64.37,163.45,151.0,47.73,25.29,51.66,133.53,31.59,27.99,303.1,45.03,41.53,66.43,195.94,83.56,84.55,124.09,98.66,259.73,63.19,28.35,199.32,107.53,33.49,5.27,37.17,51.18,101.05,85.97,55.89,57.48,159.98,107.24,36.94,72.19,120.82,866.47,12.46,204.74,10.64,36.95,27.94
2020-07-21,93.78,200.0,77.43,156.91,240.62,104.56,9.68,87.35,284.73,189.62,131.04,234.1,110.58,299.46,117.09,21.72,35.58,40.85,155.88,10.16,64.96,36.83,80.33,301.8,398.51,117.17,444.28,40.69,189.44,490.1,54.11,90.21,37.57,173.11,169.37,117.78,57.0,92.88,29.17,100.77,83.48,59.36,220.72,178.63,133.15,123.6,44.6,1693.2,34.3029,74.29,340.97,29.85,516.41,219.38,165.66,139.41,90.64,106.12,63.3,165.18,152.26,48.28,25.43,52.14,133.21,32.9,28.23,291.4,45.53,42.84,66.29,198.17,86.39,85.26,125.26,99.54,259.3,63.73,29.56,197.23,105.25,33.79,5.28,37.48,54.54,105.25,87.41,57.18,57.4,163.21,108.73,37.5,72.89,121.76,870.51,13.31,208.78,11.07,37.45,28.43
2020-07-22,94.04,202.87,77.87,155.0,238.74,106.16,9.79,86.71,286.22,191.92,131.27,236.55,111.53,305.08,118.47,21.62,34.75,41.95,155.44,10.14,64.87,36.92,80.58,302.32,406.09,117.58,445.05,40.58,189.95,489.82,54.42,92.05,37.57,178.17,169.9,115.22,61.79,93.4,30.66,100.5,83.74,59.42,219.93,179.79,136.4,124.61,43.42,1701.93,34.4003,74.01,342.53,29.57,518.67,227.11,164.38,139.51,90.84,108.72,62.86,165.03,151.93,48.74,25.57,52.23,133.73,32.54,28.32,291.23,46.29,42.79,66.38,199.75,86.78,85.63,125.48,100.18,263.87,64.82,29.5,199.76,104.61,34.26,5.41,38.39,53.57,117.85,88.23,57.33,57.72,163.82,110.37,37.87,74.32,122.18,883.35,13.18,208.57,10.93,37.88,28.64
2020-07-23,89.76,194.05,75.48,149.33,231.51,100.87,9.5,86.97,282.73,190.54,130.92,235.34,112.25,301.7,119.4,21.82,34.82,41.78,152.31,10.0,64.27,36.63,80.85,300.3,405.82,116.68,431.74,41.02,187.2,477.58,53.85,92.63,37.5,177.21,173.04,112.18,59.57,92.83,30.54,100.01,81.09,59.66,215.87,176.45,134.53,124.27,43.05,1677.12,34.3029,73.98,334.66,29.99,514.76,228.85,166.42,138.51,90.96,108.02,62.29,166.2,152.71,49.04,26.02,52.0,133.09,32.87,28.48,284.46,46.11,43.13,66.46,199.28,87.24,85.51,125.07,100.02,261.85,65.67,30.08,199.02,102.83,33.59,5.52,38.43,53.52,122.23,86.45,57.38,57.83,164.89,107.09,37.47,73.84,124.75,885.37,13.71,208.0,10.63,38.13,28.35
2020-07-24,89.54,192.86,75.05,150.45,229.63,94.47,9.56,86.35,280.7,188.34,129.62,236.68,112.07,298.8,118.51,21.65,34.61,41.96,150.45,9.88,63.48,36.52,80.09,300.0,401.76,116.17,430.31,40.15,187.15,480.45,45.1,90.91,38.26,178.26,169.61,112.69,69.4,92.95,29.94,100.19,80.38,60.09,212.23,173.76,135.02,125.16,42.72,1682.9,33.4258,73.27,336.3,30.11,508.06,225.11,168.18,138.65,89.7,109.22,60.71,164.9,151.84,49.03,25.52,51.9,131.7,32.62,28.67,278.49,45.52,42.79,66.54,199.09,88.13,85.31,124.67,99.32,260.31,65.52,29.95,199.52,103.08,32.73,5.44,38.6,53.42,120.82,85.02,56.8,57.57,165.77,106.8,37.44,73.29,124.76,862.72,13.67,208.19,10.46,37.3,27.86
2020-07-27,91.66,195.31,76.11,152.76,232.4,102.64,9.77,85.14,278.65,190.03,128.8,238.56,112.39,300.69,119.91,21.47,35.12,41.95,151.35,10.1,64.99,36.51,80.13,301.67,408.74,114.89,437.1,40.83,189.6,495.65,44.19,91.87,38.44,180.53,172.83,114.86,68.97,91.8,29.85,102.44,83.83,61.41,217.08,170.21,136.94,127.26,43.69,1684.41,32.6949,74.01,337.6,29.49,512.25,228.45,163.05,141.25,90.13,108.32,61.45,165.51,156.99,49.66,24.99,51.61,131.96,31.59,28.86,284.21,45.03,42.48,66.84,198.94,89.77,86.78,122.34,99.13,263.16,65.37,29.1,201.4,106.38,33.9,5.48,38.35,53.03,120.65,83.82,56.84,59.09,168.4,105.31,38.22,69.31,124.79,895.5,13.85,210.77,10.42,36.73,27.45
2020-07-28,90.16,193.55,74.82,150.02,229.04,98.43,9.58,85.51,279.9,189.87,128.49,236.65,113.78,298.23,119.66,21.66,34.7,41.69,153.38,9.93,65.62,36.67,79.76,301.64,402.73,114.76,432.26,40.05,188.15,488.51,43.9,91.75,38.13,176.04,172.86,113.13,67.61,90.91,31.02,101.26,82.7,60.96,218.46,170.84,135.64,125.57,42.79,1663.56,33.572,72.44,334.02,29.62,508.13,226.56,163.29,140.34,88.84,108.85,60.78,165.31,153.58,49.78,25.6,51.62,132.8,31.42,29.12,278.52,45.87,42.46,67.78,197.71,90.45,85.06,121.95,99.54,258.3,66.87,29.26,184.0,106.04,33.03,5.54,38.27,52.2,119.33,84.1,55.82,58.35,166.07,103.86,38.1,70.54,127.67,882.03,13.61,204.59,10.36,36.38,27.54
2020-07-29,91.89,195.51,75.81,151.68,232.2,99.94,9.81,87.58,286.19,191.65,128.24,236.1,114.16,301.12,120.14,22.47,35.08,41.56,152.53,9.98,65.34,36.37,80.01,300.33,404.61,114.2,436.3,40.42,192.23,484.48,42.85,94.19,38.74,176.01,175.57,114.44,76.09,91.57,31.22,104.7,84.13,61.29,212.97,166.01,136.56,127.84,43.07,1689.07,32.1102,73.22,345.8,30.76,514.27,231.93,168.91,141.89,90.98,109.19,60.19,169.51,155.99,50.74,25.17,51.94,124.17,31.81,28.51,278.72,45.97,43.5,68.22,197.77,93.66,88.29,121.93,101.52,257.92,67.03,30.43,185.05,107.96,34.16,5.47,39.81,53.85,124.93,84.67,57.14,60.35,168.19,105.5,38.66,70.59,128.74,898.08,14.0,203.38,10.66,37.27,29.07
2020-07-30,93.0,195.35,76.55,152.59,233.4,99.17,9.95,85.25,284.84,187.28,128.5,237.57,116.93,300.83,119.93,22.09,33.36,41.27,144.28,10.08,65.04,36.21,79.21,299.75,405.9,114.25,438.88,40.19,190.34,485.8,42.78,93.28,38.54,175.29,175.58,112.82,78.2,91.43,31.1,119.75,96.93,60.56,210.65,161.95,137.01,124.38,41.97,1669.49,30.5023,70.13,338.61,30.1,510.26,229.13,165.81,143.35,89.06,109.99,59.63,167.43,158.9,49.83,24.5,51.52,120.34,31.35,28.48,279.4,45.84,42.13,68.82,199.34,92.79,86.08,120.13,101.27,254.32,66.43,29.56,181.46,106.83,35.83,5.33,38.94,51.8,123.27,83.09,56.16,64.44,166.56,104.67,38.91,71.65,128.67,895.17,13.63,202.34,10.51,36.42,28.27
2020-07-31,102.73,196.42,74.04,158.23,252.48,95.38,9.95,84.91,282.55,183.75,127.55,236.84,116.66,300.37,119.91,22.13,33.53,40.88,141.72,10.23,66.07,36.01,78.28,300.41,409.25,115.51,444.32,40.76,193.46,488.88,42.55,92.46,37.77,174.28,177.02,111.65,77.43,92.17,30.89,120.85,95.5,60.06,209.39,158.0,136.74,120.88,41.91,1644.15,29.5765,68.24,336.57,30.05,511.97,228.48,160.44,145.82,87.81,111.14,57.32,165.8,154.93,49.58,24.2,51.71,120.36,30.95,28.19,272.0,45.32,41.84,69.12,197.63,92.99,84.87,117.58,101.47,255.94,66.03,29.73,177.69,105.5,35.7,5.23,38.57,50.92,121.91,81.45,55.59,63.64,165.95,103.31,39.24,72.32,128.74,935.0,13.32,200.78,10.54,38.06,28.59
2020-08-03,105.32,207.46,73.79,155.59,250.78,99.0,10.32,84.44,283.33,184.03,128.95,237.46,116.81,304.32,119.07,22.22,33.67,40.07,144.13,10.38,67.96,35.98,79.13,303.91,414.33,114.93,447.97,40.81,201.74,498.62,43.06,92.5,37.84,174.39,179.65,113.2,77.67,92.85,30.79,120.36,99.1,59.84,211.7,162.27,137.99,119.88,42.4,1632.39,29.7714,68.94,336.98,30.01,516.36,229.65,160.73,148.54,88.01,112.87,59.14,167.03,155.68,49.58,24.93,52.21,121.76,31.12,28.09,279.52,44.82,42.16,68.55,192.83,92.61,86.45,116.85,100.9,248.6,65.46,29.98,175.15,107.08,36.1,5.29,38.0,50.18,121.17,81.15,56.27,63.38,166.78,103.29,38.92,71.4,128.37,926.43,13.5,203.2,10.49,37.77,28.59
2020-08-04,106.03,204.35,73.31,156.94,248.66,99.13,10.53,83.95,284.16,185.58,128.83,238.96,119.04,306.07,119.74,22.24,34.64,40.41,146.02,10.61,67.25,36.63,77.76,313.57,411.0,115.86,446.92,41.25,199.98,509.64,43.8,91.81,38.13,178.84,178.99,115.75,85.04,91.91,30.82,122.51,100.33,60.28,208.47,165.07,137.44,119.64,42.23,1657.01,29.9176,70.31,332.26,29.55,508.43,227.83,161.2,149.63,87.68,115.17,58.43,167.5,157.01,49.66,25.09,52.22,123.83,31.69,28.49,275.71,45.18,41.95,68.73,192.26,93.14,86.25,115.29,100.75,249.65,65.9,29.51,179.81,107.64,36.44,5.42,37.15,50.78,123.6,83.66,55.51,63.27,166.04,102.12,39.01,71.2,132.35,928.59,14.04,202.91,10.84,36.48,26.44
2020-08-05,106.41,204.01,73.6,160.25,247.95,99.0,10.58,85.41,291.6,189.25,129.86,238.62,118.73,319.32,118.68,22.58,34.94,40.86,145.54,10.65,67.22,36.13,76.91,313.74,415.13,126.05,449.51,40.96,201.2,502.11,43.61,93.84,37.32,178.75,178.53,116.16,85.31,95.32,30.87,122.82,100.73,60.17,206.65,174.28,137.98,122.78,42.67,1706.12,31.1844,70.89,333.82,30.06,518.32,230.96,162.47,151.63,89.75,114.22,56.88,171.92,157.97,49.28,25.6,51.76,122.04,31.93,28.54,273.23,44.31,42.7,68.21,191.19,92.54,87.79,116.13,101.08,254.15,64.95,29.89,182.31,106.72,36.3,5.5,37.73,50.87,125.54,84.8,57.99,62.81,169.12,103.91,41.55,70.61,131.96,945.24,14.24,206.12,10.79,37.8,26.85
2020-08-06,110.12,207.28,74.89,161.25,264.04,99.31,10.63,85.44,293.08,191.83,129.12,240.3,118.08,321.41,118.34,22.65,34.77,41.09,144.17,10.63,66.74,36.0,76.35,316.82,411.01,129.22,464.11,41.34,206.31,509.08,43.59,93.48,37.83,182.26,178.66,117.07,86.71,94.86,30.73,123.15,100.43,60.3,206.72,172.2,138.84,122.25,42.39,1732.84,30.8434,71.1,338.8,30.01,518.39,230.42,160.8,155.1,90.25,113.9,56.73,170.46,158.46,49.58,25.88,51.55,123.63,31.1,28.46,273.34,44.72,42.58,67.92,188.38,92.52,87.95,116.96,102.18,252.69,64.89,29.8,184.45,107.24,35.76,5.48,37.89,50.06,127.38,87.83,58.37,62.95,168.6,102.7,41.76,71.06,132.49,938.25,13.77,204.29,10.69,37.39,26.09
2020-08-07,108.2,203.57,74.56,158.37,267.18,96.85,10.5,87.32,295.85,189.5,130.04,242.33,118.82,319.34,119.1,23.22,34.61,41.37,144.21,10.53,66.71,36.17,76.63,314.6,409.62,128.34,449.57,41.04,199.62,494.73,43.11,93.01,37.78,183.54,178.41,116.91,84.85,96.19,30.87,132.82,97.89,60.6,205.99,170.02,140.3,122.74,43.17,1735.51,31.1844,70.56,333.7,30.55,523.7,228.62,165.55,152.74,93.3,116.32,57.17,172.56,168.85,49.68,25.98,51.51,124.96,31.95,28.88,272.99,45.38,43.6,68.26,188.21,92.69,89.09,120.09,104.36,251.53,65.69,31.0,185.12,106.85,35.25,5.42,38.97,51.62,125.41,91.12,59.49,62.86,170.94,105.96,41.6,72.68,133.16,944.17,13.84,205.84,10.7,38.49,27.28
2020-08-10,109.78,199.52,74.48,157.41,261.77,94.57,10.47,88.43,297.78,189.92,129.54,245.08,119.31,314.34,118.44,23.62,35.47,41.3,144.28,10.58,66.62,36.7,76.19,313.76,405.5,127.22,443.29,41.3,195.76,483.38,44.18,91.91,37.97,183.11,175.5,118.53,82.24,99.54,30.82,135.1,96.18,61.28,203.83,179.41,141.16,129.2,43.36,1749.45,32.5,72.94,330.63,30.56,516.59,227.67,170.02,151.99,95.62,117.37,56.48,178.59,183.98,49.58,27.21,51.24,125.12,31.72,29.6,268.73,45.7,44.22,68.63,185.71,91.5,90.91,121.02,103.33,251.13,65.28,31.29,185.5,107.26,35.57,5.6,38.98,53.26,127.52,94.38,61.11,62.52,175.67,107.55,41.0,72.13,133.86,945.95,14.51,211.07,10.87,39.26,27.99
2020-08-11,106.51,194.86,73.67,154.03,254.93,91.63,10.17,91.22,294.47,190.86,128.61,245.25,118.54,319.85,117.69,23.94,35.83,41.48,142.04,10.47,66.62,36.23,76.43,306.78,402.61,128.9,435.23,40.83,190.62,466.93,43.25,91.01,37.94,183.9,173.73,119.08,76.88,99.27,30.34,131.93,98.42,61.55,200.82,180.13,141.3,129.66,44.39,1785.58,32.7924,72.85,330.28,31.21,522.32,225.0,169.45,150.87,97.16,116.29,56.14,181.7,180.74,49.32,27.73,50.61,125.06,32.81,29.86,261.86,44.97,44.98,68.01,186.39,88.66,93.11,121.99,103.31,251.45,64.01,32.3,186.37,107.07,34.93,5.72,39.31,52.64,126.68,94.26,63.01,61.97,176.11,108.28,40.3,69.9,131.91,947.25,15.0,213.7,10.78,39.41,28.45
2020-08-12,110.05,200.42,75.0,158.11,258.67,103.65,10.72,90.45,300.74,191.8,130.97,251.19,120.52,318.96,120.03,23.77,35.82,41.91,143.85,10.78,68.08,36.7,78.77,310.77,411.44,130.18,445.36,41.62,191.25,475.47,44.15,92.47,38.25,184.81,178.86,121.36,82.61,99.36,30.77,133.58,104.71,62.31,206.87,175.44,143.83,129.7,44.91,1788.52,32.7437,73.75,335.55,30.84,525.53,227.7,171.25,153.21,95.67,118.84,56.75,180.85,185.81,50.06,27.25,50.52,126.4,32.7,29.43,270.85,45.53,44.63,69.15,185.03,90.75,93.45,120.39,103.92,254.84,64.84,32.39,188.72,109.52,36.11,5.62,39.96,52.89,127.2,93.31,64.35,62.39,178.09,107.32,41.33,70.63,134.5,973.27,15.53,217.33,10.83,38.49,27.53
2020-08-13,112.0,199.95,75.47,158.05,260.07,108.07,10.73,89.95,300.04,190.97,129.51,251.27,120.81,317.56,120.29,23.43,34.95,41.87,142.57,10.64,68.79,37.15,78.09,309.8,411.87,129.36,450.02,36.97,193.75,481.33,43.58,92.89,38.29,185.23,179.96,120.05,81.84,100.59,30.65,134.85,102.56,61.1,205.79,174.73,142.98,127.97,44.73,1773.58,32.159,73.01,342.22,30.48,524.92,230.19,168.05,152.74,94.49,119.02,56.21,178.21,187.55,50.04,26.79,50.38,126.11,32.48,29.16,267.15,45.65,44.25,68.92,187.47,90.54,93.09,121.24,103.08,257.44,64.62,31.15,186.69,108.5,35.69,5.56,39.75,51.42,125.79,93.76,63.37,62.32,177.18,107.69,41.91,70.22,134.17,973.14,15.47,215.37,10.67,38.18,27.32
2020-08-14,111.9,200.14,74.87,157.4,260.01,110.05,10.84,89.98,302.08,190.06,129.72,250.28,120.2,318.16,119.82,23.54,35.1,41.93,142.22,10.59,68.74,37.36,78.41,310.33,409.06,128.94,447.6,36.78,192.08,482.68,43.88,91.87,38.63,185.72,177.94,120.23,81.3,100.5,30.56,136.07,102.86,60.76,206.52,178.08,141.73,127.32,44.84,1759.63,32.4513,73.45,338.51,30.81,523.94,228.17,170.39,150.99,94.48,120.54,56.47,179.74,191.91,50.14,27.09,50.55,125.84,32.89,29.14,267.29,44.97,44.28,68.98,189.91,90.26,92.6,120.26,103.2,258.79,64.25,31.7,184.94,107.64,35.37,5.57,39.16,52.27,129.41,93.29,62.94,62.35,175.94,107.08,41.66,69.62,133.98,961.04,15.45,214.52,10.68,38.5,27.57
2020-08-17,111.61,201.47,75.45,159.12,259.93,122.38,11.57,87.61,299.1,192.76,130.38,257.14,120.56,321.49,120.13,23.03,34.65,41.72,143.59,10.67,69.79,38.21,79.46,313.73,412.07,127.79,451.58,36.42,195.34,482.35,43.92,92.53,38.42,187.19,178.56,121.04,82.42,99.78,30.79,135.7,101.44,61.19,209.37,172.01,145.47,126.19,43.96,1733.96,31.5255,73.79,343.19,30.12,527.12,231.33,169.27,151.34,91.79,122.05,57.01,181.49,190.11,50.5,29.18,50.35,126.47,32.49,29.47,273.84,45.0,43.02,69.13,189.45,91.93,92.61,116.29,102.65,258.56,64.11,31.09,185.07,107.88,35.88,5.52,39.35,51.94,129.29,93.01,62.51,62.92,176.34,104.66,41.73,68.18,133.62,959.78,15.47,215.81,10.79,37.62,26.65
2020-08-18,112.54,202.63,77.42,165.62,261.11,125.81,11.49,86.39,295.65,192.35,131.34,254.24,121.46,322.24,120.3,22.7,34.48,41.9,145.09,10.62,69.63,37.95,78.89,314.46,412.56,127.35,463.51,36.33,202.56,491.87,43.66,92.76,38.42,188.67,180.39,121.94,81.66,101.01,30.8,135.44,101.31,61.91,208.06,170.23,145.01,125.88,43.65,1759.67,31.3793,72.26,346.05,29.63,524.61,230.8,169.03,153.99,90.96,121.46,56.93,180.68,190.41,51.17,29.01,51.46,126.73,32.8,29.6,271.31,44.54,42.12,69.52,189.16,91.43,92.43,115.59,102.78,255.69,63.7,30.42,184.61,108.29,35.46,5.45,39.33,51.06,128.91,91.76,61.71,62.62,176.09,103.77,41.49,68.44,133.46,963.2,15.29,215.41,10.75,37.12,26.32
2020-08-19,112.68,201.4,76.86,163.02,261.36,125.24,11.38,86.59,294.33,194.27,131.61,252.34,120.8,323.61,118.85,22.68,34.09,40.99,144.31,10.64,70.01,37.31,79.26,314.59,415.84,126.21,462.01,36.23,203.65,484.53,43.38,92.32,38.23,187.94,178.87,121.22,81.09,102.35,30.72,135.74,100.41,61.53,207.19,169.27,145.35,125.56,44.04,1748.36,31.087,71.24,344.12,29.49,525.09,230.47,168.4,152.46,91.17,136.83,54.16,180.55,191.25,50.71,28.41,52.41,125.78,33.51,29.9,270.07,44.66,42.07,69.79,190.26,89.75,92.22,114.53,102.36,256.23,63.51,30.46,184.32,108.53,35.23,5.43,39.35,51.15,128.07,91.33,61.67,62.31,175.62,102.21,41.34,67.92,133.23,970.71,15.32,211.4,10.55,36.68,26.57
