date,AAPL,MSFT,GOOGL,AMZN,META,TSLA,NVDA,JPM,UNH,V,JNJ,HD,PG,MA,PEP,BAC,XOM,KO,LLY,AVGO,MRK,WMT,ABBV,COST,TMO,DIS,ADBE,CSCO,CRM,NFLX,INTC,ABT,CMCSA,MCD,DHR,TXN,AMD,NKE,PFE,UPS,QCOM,PM,AMGN,BA,LOW,CAT,MS,BKNG,GE,CVX,SPGI,USB,BLK,ISRG,CI,ZTS,AXP,TGT,GILD,DE,FDX,MDLZ,GM,ORCL,ADP,SCHW,MO,VRTX,SO,C,CL,AON,PLD,ETN,CB,WM,APD,D,TFC,ECL,ADI,LRCX,F,BSX,PSX,HCA,MAR,EMR,CTSH,ITW,TRV,MNST,AEP,KMB,MTD,HAL,ROK,KMI,HIG,AIG
2022-09-12,161.07,260.61,110.33,136.45,168.17,304.42,14.39,112.07,511.53,202.32,153.6,279.09,131.69,332.88,161.36,32.95,88.92,57.53,308.09,32.45,81.56,42.74,128.16,518.33,574.98,114.97,396.36,42.62,164.45,236.53,30.03,103.53,32.79,245.77,256.87,157.03,84.64,108.19,41.21,179.39,125.55,85.0,217.7,158.72,195.43,182.78,81.73,1991.55,46.2352,147.12,363.57,41.58,653.39,222.02,281.84,161.85,156.7,159.33,61.26,360.12,202.74,57.78,40.98,74.18,231.05,71.93,35.87,293.48,72.87,45.66,72.99,287.68,119.98,141.46,188.98,166.99,245.85,74.22,42.59,169.48,148.88,43.29,12.62,43.46,81.9,217.05,159.72,80.84,63.64,194.71,157.31,46.78,94.47,115.9,1314.39,28.82,245.79,15.99,64.4,53.16
2022-09-13,151.62,246.28,103.82,126.82,152.41,292.13,13.03,108.18,494.88,195.5,149.6,260.7,128.97,320.11,155.34,31.77,86.85,55.66,299.55,30.89,79.83,41.86,124.82,490.26,555.75,110.4,368.39,40.52,156.98,218.13,27.87,100.26,30.74,240.07,246.6,149.73,77.03,101.78,39.85,172.7,117.93,81.83,207.84,147.31,183.34,175.09,78.92,1900.03,43.4851,144.32,348.9,39.5,604.72,211.4,274.82,156.63,149.85,152.36,58.64,349.79,194.68,55.89,39.5,73.18,222.63,70.04,34.14,280.67,71.12,43.98,70.67,277.93,115.26,136.57,185.35,164.58,238.92,72.49,40.5,161.15,141.8,40.85,11.97,42.18,78.79,206.98,153.96,77.94,60.29,188.01,154.35,44.77,91.79,113.03,1270.63,27.75,236.75,15.51,62.99,51.1
2022-09-14,153.07,246.5,104.5,128.55,150.76,302.61,13.03,107.93,490.85,195.25,152.69,259.21,129.27,320.51,156.52,31.65,88.98,55.96,302.61,31.33,81.09,41.77,125.74,488.05,554.37,111.13,371.52,40.38,159.14,224.12,27.76,100.21,31.67,241.38,246.56,152.13,77.45,103.01,39.82,171.13,120.38,81.55,209.0,149.26,182.17,175.41,79.04,1946.1,42.9879,147.81,343.67,39.43,603.48,210.78,272.19,155.89,150.76,151.57,59.38,347.48,194.37,56.23,39.59,69.4,222.08,69.84,33.92,284.86,72.21,43.47,71.26,277.66,112.29,137.14,185.41,165.08,238.08,72.67,40.71,159.54,143.71,40.97,11.9,42.07,78.64,203.78,158.51,77.76,59.52,186.32,155.32,44.47,92.8,111.25,1250.05,28.94,239.98,15.81,62.36,50.97
2022-09-15,150.17,239.82,102.42,126.28,148.85,303.75,12.83,109.55,503.5,191.29,153.08,254.71,128.28,311.77,153.92,32.24,86.39,55.2,302.47,30.68,80.91,41.32,128.41,483.73,548.26,109.42,309.13,39.77,153.68,235.38,27.44,99.52,31.24,239.26,246.71,149.74,76.66,101.57,39.64,165.79,117.98,81.85,208.58,149.78,180.89,173.36,80.02,1935.61,42.3004,145.41,339.66,40.11,592.94,209.62,277.83,154.87,150.6,151.23,59.22,345.43,194.24,55.6,39.63,67.59,218.51,69.68,34.12,287.67,70.27,43.48,70.49,274.1,107.78,135.23,185.15,164.41,231.82,71.33,41.37,156.8,141.44,40.16,12.09,42.2,74.87,204.53,158.48,76.08,59.53,182.72,156.19,43.69,89.99,110.89,1243.79,27.99,234.42,15.64,62.4,51.25
2022-09-16,148.53,239.19,102.31,123.53,145.6,303.35,13.1,108.82,501.68,189.26,155.42,258.86,129.06,309.97,154.93,31.88,84.91,55.21,301.9,30.82,81.81,41.23,129.8,484.34,537.63,106.93,299.5,39.77,150.43,240.13,27.82,98.52,31.71,240.62,242.47,152.13,76.51,100.24,39.72,158.36,117.95,83.17,211.76,144.29,181.62,170.49,79.26,1856.16,40.7535,141.64,338.69,40.11,587.69,206.28,278.2,153.04,147.66,150.39,59.76,341.32,152.66,56.29,38.95,66.24,221.28,69.0,34.35,289.71,70.23,43.18,70.92,271.16,105.41,132.51,182.35,162.79,230.79,71.24,40.94,152.75,142.82,39.75,11.95,41.7,73.82,205.22,151.08,73.9,59.68,182.03,154.45,43.62,90.14,111.44,1198.5,26.84,227.47,15.23,62.07,50.75
2022-09-19,152.25,238.98,102.58,124.66,147.33,309.07,13.28,109.82,504.12,189.1,154.19,263.03,128.79,308.88,156.56,32.41,84.91,55.62,298.19,30.78,80.8,41.58,128.54,486.68,536.03,107.84,296.06,39.77,151.74,243.63,28.01,98.61,31.66,242.6,244.11,153.04,76.77,103.22,39.21,161.34,119.55,83.48,211.42,144.88,184.73,173.0,80.43,1882.41,41.1586,142.05,337.34,40.35,595.18,202.21,277.21,152.93,149.86,151.0,59.96,349.2,154.45,56.36,40.34,66.47,223.25,70.77,34.85,285.14,71.16,43.3,71.22,272.71,104.61,134.38,184.88,164.3,232.67,71.56,41.26,155.35,143.1,39.75,12.12,41.18,74.92,203.97,153.46,75.21,60.65,185.21,156.32,43.93,90.82,112.17,1204.82,27.01,231.54,15.4,62.52,51.64
2022-09-20,154.64,236.95,100.66,122.19,145.4,308.73,13.07,107.66,503.4,188.06,152.98,257.17,128.33,308.14,156.74,31.93,84.21,55.54,294.91,30.24,80.21,41.34,127.74,479.9,528.57,106.26,291.06,39.11,148.73,242.85,27.55,96.92,31.09,241.08,240.12,152.86,75.25,98.6,38.63,157.44,117.78,83.56,208.62,145.94,180.29,169.09,79.05,1876.12,40.8763,141.49,332.11,39.34,583.53,199.55,276.03,148.8,148.04,146.67,58.83,342.36,149.23,55.77,38.07,65.54,221.19,70.42,34.86,286.94,70.21,42.41,70.42,270.27,102.87,133.38,180.74,163.13,228.48,70.55,40.66,152.16,143.27,39.19,10.63,40.43,76.1,197.48,153.11,73.72,59.45,182.76,153.14,43.85,89.6,111.02,1167.55,26.29,225.79,15.28,61.7,50.52
2022-09-21,151.5,233.53,98.81,118.54,141.45,300.8,13.16,104.55,493.07,183.12,151.41,254.73,126.68,299.51,156.29,30.97,82.86,55.08,289.77,32.25,78.84,41.72,126.42,473.71,522.15,103.21,286.3,38.2,146.58,236.87,27.09,95.35,30.04,237.0,234.96,150.32,74.48,96.07,37.9,155.78,117.64,83.92,205.64,143.29,178.35,163.35,78.29,1787.16,40.0353,140.34,327.74,38.41,570.2,195.04,273.03,147.15,143.44,145.75,57.85,336.8,145.3,55.77,36.72,64.24,218.23,70.0,34.93,280.4,69.21,41.58,70.18,267.11,100.67,132.09,175.81,162.35,225.28,69.58,39.55,147.57,141.98,38.73,10.6,39.76,74.32,194.62,144.49,72.3,57.65,180.77,149.44,43.52,88.53,110.26,1160.06,25.78,220.93,14.95,59.9,49.47
2022-09-22,150.54,235.52,99.66,117.31,142.15,288.59,12.46,103.36,498.25,181.91,154.1,252.45,127.13,293.47,156.44,30.37,82.51,54.95,303.84,31.95,81.62,41.29,128.86,468.04,516.78,100.91,287.06,37.8,149.08,237.05,26.71,95.74,29.83,234.04,233.17,149.7,69.5,94.88,38.46,150.43,116.75,83.37,208.66,138.71,178.13,162.02,76.85,1701.97,40.1212,140.23,315.49,37.62,563.08,191.08,271.06,145.41,137.96,140.19,58.09,333.26,146.52,55.82,36.43,63.54,218.28,69.18,35.14,286.34,69.04,40.91,70.61,266.36,100.66,129.5,174.87,160.41,222.54,69.14,38.51,145.31,139.02,37.58,10.37,39.3,75.23,189.94,136.63,71.36,57.38,177.18,149.38,43.38,88.81,110.24,1135.53,25.63,215.13,14.78,59.26,48.44
2022-09-23,148.26,232.53,98.27,113.78,139.75,275.33,12.42,101.44,494.55,180.12,154.6,254.14,126.54,288.77,156.37,29.65,78.12,54.34,304.42,31.35,80.93,40.26,128.9,448.08,517.28,98.29,284.56,37.35,145.96,226.41,26.18,95.38,29.25,232.16,232.15,148.47,67.96,93.41,38.03,147.27,114.4,79.89,207.94,131.26,178.14,156.03,73.9,1651.82,39.624,131.06,311.08,36.83,554.54,190.52,266.15,145.99,135.29,139.87,57.27,321.79,141.58,55.02,34.58,62.12,218.1,68.06,33.85,283.45,68.18,39.73,70.77,268.02,100.71,128.55,173.71,159.33,221.19,68.54,38.12,145.1,135.75,36.97,9.99,38.9,69.49,187.43,134.07,69.77,56.47,176.09,147.94,43.55,87.79,109.86,1132.01,23.4,210.12,14.11,58.81,47.08
2022-09-26,148.6,232.07,97.7,115.15,135.73,276.01,12.13,99.26,489.49,176.82,153.66,250.05,126.66,285.36,156.3,28.99,76.51,53.66,300.55,30.92,80.38,40.65,127.23,461.44,510.84,96.92,276.96,37.28,145.28,224.07,25.66,94.58,28.38,230.09,229.87,147.71,66.3,92.48,37.82,144.96,113.03,78.48,207.85,127.34,176.14,154.49,72.31,1651.2,39.5503,127.62,308.7,35.9,548.22,187.93,265.22,144.58,132.58,136.29,56.79,319.88,135.48,54.46,34.15,61.06,216.55,68.06,33.68,276.78,66.5,38.59,70.27,264.02,96.6,127.97,168.37,158.83,215.99,66.85,37.33,142.27,134.7,36.08,9.74,38.36,67.82,183.26,132.84,69.11,56.31,175.63,143.29,43.96,85.89,108.48,1117.85,22.19,205.97,13.73,57.59,45.79
2022-09-27,149.57,231.05,97.04,114.41,133.77,282.94,12.32,98.38,489.5,174.16,152.95,252.03,123.18,281.79,154.04,28.56,78.11,52.28,304.06,31.09,80.06,40.54,127.69,459.52,505.23,94.68,277.57,37.22,147.83,224.36,25.58,93.15,27.8,223.43,227.63,147.94,67.17,92.7,38.04,147.66,113.6,76.82,207.05,127.51,177.7,154.32,72.06,1651.11,39.624,127.67,306.59,35.81,542.55,186.38,266.0,145.36,132.62,136.07,57.06,323.2,137.43,53.75,33.83,60.07,215.58,68.77,33.13,284.74,65.2,38.23,68.0,265.14,94.85,125.83,171.64,156.9,215.3,65.26,37.0,140.02,135.64,36.59,9.67,38.14,69.7,180.4,135.24,69.03,55.62,172.13,143.9,43.68,83.41,107.03,1104.28,22.62,202.83,13.94,58.86,45.94
2022-09-28,147.68,235.61,99.57,118.01,140.95,287.81,12.64,100.37,494.87,175.44,154.27,264.69,123.18,285.43,156.51,29.03,80.95,52.83,326.82,31.17,80.93,41.21,130.29,469.11,514.34,98.19,281.4,37.97,149.1,245.2,25.81,93.52,28.63,223.65,233.0,149.86,68.36,95.02,38.34,149.77,112.27,77.11,211.62,133.44,184.2,159.37,73.86,1708.2,39.6179,131.98,308.05,36.21,548.95,192.4,270.73,148.14,135.58,142.86,58.24,333.04,142.21,54.27,34.35,60.69,219.68,70.32,33.63,292.41,65.93,38.95,68.31,269.35,96.38,128.33,173.74,158.3,219.23,65.99,38.04,144.59,138.29,37.08,9.89,39.13,74.44,185.91,140.25,70.88,56.86,176.79,145.5,44.7,84.03,107.02,1109.1,23.55,207.8,14.37,59.89,46.14
2022-09-29,140.43,232.12,96.96,114.8,135.77,268.21,12.13,98.67,489.94,176.3,152.57,261.07,120.12,282.07,154.6,28.65,80.79,52.45,322.55,30.11,80.8,40.94,128.6,460.17,513.13,96.26,278.25,37.27,145.77,239.71,25.1,93.11,27.96,221.26,229.66,145.86,64.14,91.78,38.1,148.15,108.4,76.0,209.26,125.33,180.34,157.6,72.4,1660.76,38.5546,131.06,303.81,36.03,528.78,189.06,268.82,146.86,132.91,139.12,57.46,329.39,144.41,53.25,32.41,59.09,215.7,69.74,33.44,292.8,63.08,38.05,67.24,265.12,93.84,128.56,177.08,155.64,216.23,62.64,37.8,141.86,135.81,36.0,9.31,39.34,73.73,183.7,137.02,70.11,56.08,173.69,147.17,44.01,80.0,105.01,1096.88,23.46,206.32,14.27,59.5,45.09
2022-09-30,136.21,227.62,95.19,113.0,135.04,265.25,12.04,97.13,486.3,173.94,151.49,258.83,117.83,279.68,151.49,28.22,79.54,51.94,316.04,29.7,80.32,40.15,120.93,453.72,503.77,93.18,275.2,36.74,142.82,235.44,24.52,91.66,26.94,217.8,226.28,142.48,63.36,80.02,37.76,144.77,106.65,73.28,206.51,121.08,177.83,155.87,71.63,1625.44,38.0506,130.07,298.84,35.67,515.99,187.44,265.86,144.28,130.13,136.0,56.2,322.53,140.76,51.52,31.27,58.77,214.23,69.0,32.8,289.54,61.82,37.4,65.82,262.1,94.22,127.81,175.25,154.01,218.67,60.92,37.43,140.4,133.28,35.55,9.09,38.73,73.81,179.89,136.66,69.18,55.11,170.64,145.77,43.48,77.65,102.78,1084.12,23.44,205.68,14.2,58.83,44.92
2022-10-03,140.4,235.28,98.17,115.88,137.96,242.4,12.41,100.13,496.38,177.86,151.34,266.11,119.94,285.72,153.33,29.05,83.74,52.53,314.28,30.56,81.65,41.03,124.63,458.97,519.41,95.94,285.24,37.93,146.85,239.04,25.66,94.28,28.14,222.14,235.48,147.14,66.11,82.22,38.09,146.16,110.65,75.06,211.12,126.05,183.62,162.67,72.87,1660.77,39.0893,137.37,308.07,36.77,537.03,193.36,275.2,147.25,135.06,139.12,56.77,332.34,143.6,52.95,32.03,60.7,219.97,70.29,33.6,297.43,63.4,38.2,66.63,269.66,96.78,132.05,180.28,158.7,223.93,62.67,38.44,144.98,138.82,37.86,9.31,39.88,77.34,189.16,137.31,71.37,56.64,176.59,149.45,44.54,79.25,104.19,1133.36,25.11,215.74,14.59,60.38,46.52
2022-10-04,143.99,243.24,101.16,121.09,139.62,249.44,13.06,104.81,503.75,181.77,153.58,271.61,121.42,296.33,155.06,30.25,86.79,52.65,322.43,32.1,82.44,41.56,127.94,467.04,536.29,100.2,294.97,38.77,154.62,240.74,26.35,97.65,28.72,225.13,244.47,152.03,67.9,85.34,38.36,151.35,115.51,76.8,213.49,133.51,186.93,170.65,76.13,1740.02,41.5109,142.71,316.65,37.71,554.46,201.54,280.76,150.56,140.31,143.85,59.5,348.03,150.86,54.06,34.89,63.22,224.11,73.18,34.52,300.64,64.27,39.86,67.31,278.2,98.29,137.5,185.73,161.67,232.98,63.03,40.03,149.27,144.29,38.92,10.04,41.03,82.63,199.57,143.9,73.93,58.2,182.52,153.64,45.83,81.43,106.15,1179.21,26.77,221.66,15.08,62.65,48.92
2022-10-05,144.29,243.55,100.95,120.95,138.33,240.81,13.11,103.52,507.51,183.75,153.11,271.88,120.58,299.22,154.03,29.82,90.3,52.15,324.28,32.43,82.44,41.15,129.14,461.46,542.59,99.57,297.38,38.93,155.12,236.73,26.3,97.93,28.49,225.68,247.31,154.47,67.94,87.71,38.07,150.49,117.89,76.77,214.22,132.11,188.46,169.46,75.35,1708.04,41.4494,143.52,314.79,37.33,546.81,201.38,281.73,150.4,139.26,143.35,59.63,343.66,148.73,53.78,33.95,64.13,226.41,72.9,34.84,302.02,62.49,39.35,66.63,276.69,97.78,138.48,183.68,160.18,228.13,60.83,39.43,147.11,145.28,38.85,10.16,41.3,84.69,198.24,143.53,75.37,58.18,182.12,152.75,46.09,78.77,104.64,1202.47,27.83,224.42,15.1,62.46,48.53
2022-10-06,143.33,241.2,100.94,120.3,138.42,238.13,13.03,101.41,499.86,181.72,150.14,272.39,118.05,294.8,151.06,29.39,92.98,51.02,325.42,32.08,81.55,40.76,126.41,463.54,536.95,98.82,298.41,38.49,154.35,240.02,25.86,97.05,27.85,221.59,243.59,153.31,67.85,86.81,37.18,148.41,118.26,75.45,211.58,132.2,189.36,169.87,73.72,1691.24,40.6996,146.14,309.42,36.34,535.99,197.7,280.82,148.46,137.34,142.75,59.17,343.37,147.14,52.63,33.75,62.84,222.47,72.95,34.92,298.63,59.76,38.65,65.17,274.68,94.52,136.52,181.93,153.23,224.17,58.14,38.58,144.53,144.4,38.62,10.04,40.65,85.37,197.25,140.5,75.09,57.29,181.26,151.47,45.87,75.91,102.46,1203.18,28.38,222.9,14.84,61.58,48.02
2022-10-07,138.07,228.93,98.21,114.56,132.82,223.07,11.98,99.38,486.11,179.99,148.55,266.69,115.98,290.61,149.96,28.73,92.04,50.54,319.27,30.81,81.7,39.8,125.03,449.77,520.08,95.97,288.77,37.34,149.22,224.75,24.47,96.43,27.13,220.11,235.21,146.62,58.44,83.91,36.52,142.62,114.13,74.73,209.83,129.79,186.73,168.67,71.56,1666.94,39.6793,144.88,298.03,35.56,516.1,188.68,276.31,143.38,134.08,139.62,58.57,344.03,146.4,51.92,32.76,60.91,215.11,71.34,34.78,295.23,58.3,37.87,64.64,267.23,93.07,131.13,177.94,149.23,217.75,56.76,37.42,139.51,138.62,36.41,9.91,39.76,84.59,196.2,137.99,73.54,56.12,177.02,149.27,45.15,74.54,100.08,1156.89,28.95,215.52,14.71,60.82,47.02
2022-10-10,138.39,224.05,97.39,113.67,133.16,222.96,11.58,98.46,480.35,178.38,148.75,264.95,115.51,287.46,150.15,28.65,90.04,50.43,316.56,29.28,84.39,40.03,124.62,448.0,507.4,94.0,285.72,36.98,144.6,229.98,23.98,95.8,27.0,221.78,229.02,144.33,57.81,83.46,36.02,143.15,108.18,74.15,212.69,131.9,184.55,169.73,71.09,1653.25,39.9375,142.26,292.35,35.23,511.55,186.55,273.77,141.83,132.64,140.32,58.72,347.44,145.26,52.26,31.47,60.21,216.59,70.62,35.3,294.54,58.18,37.34,64.16,273.57,91.72,130.7,178.18,149.48,218.39,56.86,37.23,137.55,134.77,34.07,9.22,39.64,83.32,194.86,137.01,74.05,55.8,175.81,149.84,45.51,75.85,100.61,1127.08,28.13,215.45,14.57,60.6,45.82
2022-10-11,136.98,220.3,96.72,112.21,127.94,216.5,11.5,95.61,481.26,175.4,150.9,265.35,115.95,281.82,150.87,27.82,89.28,50.51,320.19,28.82,84.92,41.07,127.5,453.48,497.44,91.96,284.83,36.7,141.56,214.29,23.82,96.39,26.58,223.76,222.65,141.26,57.63,84.71,36.17,142.86,103.86,75.58,224.87,131.57,185.99,170.76,69.81,1616.93,39.3352,142.29,288.43,34.31,498.04,185.9,278.78,142.29,132.49,141.6,59.83,350.96,144.19,52.88,31.27,60.37,214.3,68.85,36.02,295.16,57.86,36.31,64.7,270.28,93.32,130.74,178.93,150.22,217.24,57.15,36.48,138.73,132.76,31.77,9.39,39.56,82.61,198.39,135.35,73.7,54.9,175.72,151.72,44.73,76.23,101.71,1113.26,28.14,216.02,14.64,61.0,45.45
2022-10-12,136.34,220.63,97.1,112.9,126.9,217.24,11.41,97.16,481.4,174.52,150.86,263.13,116.13,279.19,157.17,27.9,89.67,51.13,317.23,28.8,84.33,40.61,126.13,448.06,497.3,92.27,286.15,36.41,141.28,220.87,24.1,94.81,26.59,223.77,220.49,139.51,57.85,85.21,36.26,142.92,102.55,75.63,225.78,130.42,183.57,170.52,69.44,1657.5,39.79,142.72,284.96,34.6,498.01,186.34,276.29,141.91,131.9,141.29,59.57,348.92,144.96,53.4,31.38,61.69,212.26,69.02,36.35,290.13,55.91,36.66,64.75,267.98,93.14,129.81,178.25,148.38,215.46,55.23,36.17,136.62,132.56,31.47,9.37,39.6,84.99,196.23,138.35,73.23,54.45,174.89,151.44,44.79,73.42,103.07,1102.67,28.37,215.46,14.55,60.47,46.32
2022-10-13,140.93,228.93,98.59,112.53,129.68,221.72,11.87,102.56,490.98,180.8,153.15,265.3,117.89,289.61,162.02,29.61,92.8,51.8,324.59,29.3,86.26,40.95,130.09,449.61,507.1,95.46,294.74,37.65,144.41,232.51,25.14,97.53,28.02,232.91,225.39,142.08,58.94,86.22,37.08,146.67,106.54,77.0,230.56,132.4,182.9,173.98,71.91,1673.83,41.7567,149.63,286.04,36.6,530.76,190.38,285.19,144.62,137.06,141.25,60.55,354.67,148.14,54.2,31.93,63.07,217.74,71.11,37.27,296.54,58.23,38.55,66.53,275.44,95.07,132.35,186.66,151.29,223.61,57.33,37.9,140.2,136.54,33.09,9.56,40.35,88.61,201.63,139.67,76.33,56.56,180.22,157.48,45.04,76.15,104.64,1131.63,29.62,221.81,15.05,63.18,48.19
2022-10-14,136.38,223.38,96.1,106.9,126.17,204.99,11.14,104.27,494.09,178.81,152.51,259.29,116.74,284.42,157.92,29.62,90.36,50.98,323.9,28.57,85.97,40.38,130.1,436.8,499.66,93.3,287.94,37.27,141.21,230.0,24.65,96.04,27.85,229.53,222.27,136.55,55.94,84.29,36.98,144.89,103.79,75.26,230.27,133.15,178.92,169.28,68.27,1652.42,41.5293,144.98,280.51,37.82,516.62,183.06,282.94,141.46,132.47,133.53,60.28,344.98,148.81,53.5,32.05,62.21,213.96,66.22,36.74,293.21,57.74,38.8,66.83,264.98,92.3,128.72,181.88,148.74,218.48,56.69,36.97,135.64,130.78,30.6,9.48,39.98,86.05,197.19,139.97,73.91,56.23,175.79,155.38,43.7,75.02,103.39,1117.03,28.0,214.06,14.67,61.5,47.97
2022-10-17,140.36,232.15,99.49,113.79,133.41,219.35,11.8,108.65,502.51,181.38,154.48,263.82,118.85,290.67,160.27,31.41,91.67,51.64,325.23,29.13,87.78,40.67,131.44,445.94,513.75,96.14,293.5,38.29,146.13,245.1,25.14,98.53,28.57,232.66,227.72,138.99,57.96,86.62,37.66,147.62,105.34,75.54,231.73,136.09,183.78,171.76,69.93,1728.59,42.1808,146.04,291.05,37.72,533.78,190.12,277.79,145.73,137.05,136.79,60.47,350.25,148.83,53.97,32.72,64.83,220.75,64.74,36.22,297.02,58.44,39.12,67.59,271.54,97.59,132.46,185.66,151.71,223.02,57.54,38.2,140.67,133.07,30.64,9.61,40.86,87.29,201.93,144.18,75.65,57.46,180.39,156.8,44.69,76.39,104.28,1173.12,28.55,220.59,14.93,62.7,48.94
2022-10-18,141.68,233.09,100.29,116.36,132.18,220.19,11.87,111.44,502.83,183.26,153.94,267.39,119.81,295.94,162.44,32.59,91.83,52.33,327.45,29.09,88.24,41.53,131.61,454.68,520.87,97.28,292.98,38.74,152.44,240.86,24.61,99.92,28.5,235.22,232.66,139.47,57.92,86.34,38.04,149.65,104.98,76.19,230.99,137.34,183.93,174.37,72.02,1754.77,43.4531,147.32,294.39,37.86,544.85,193.73,281.45,146.35,141.36,144.1,60.92,358.67,148.19,54.83,33.38,64.84,222.59,65.87,36.36,300.17,59.45,39.63,68.32,274.3,98.16,134.78,187.55,154.88,227.72,58.65,37.28,143.96,134.96,31.29,9.77,41.08,87.89,205.56,146.27,77.1,58.26,182.65,158.68,45.24,77.76,105.46,1200.0,29.0,226.41,15.16,63.45,49.76
2022-10-19,141.79,231.12,99.16,115.07,132.61,222.04,11.96,109.26,501.01,182.52,152.72,258.41,120.92,293.35,160.86,31.69,94.55,51.89,321.84,29.12,86.98,41.41,130.28,452.92,502.2,97.78,299.83,38.83,152.58,272.38,24.74,93.38,28.17,236.69,225.93,140.52,57.23,85.27,37.2,148.58,106.53,76.33,227.38,138.39,175.12,175.19,70.39,1752.66,43.3486,152.1,290.54,36.5,541.89,211.14,280.82,144.12,139.4,142.42,60.3,358.68,145.02,54.22,32.77,64.13,220.9,65.97,36.28,292.02,58.81,38.9,67.23,274.88,94.6,133.21,188.83,155.25,226.86,57.91,36.49,141.67,135.18,32.07,9.85,40.96,89.57,204.75,146.27,76.72,57.39,181.31,165.72,44.12,77.15,104.97,1166.97,30.42,223.67,15.35,64.59,49.9
2022-10-20,141.32,230.8,99.49,115.25,130.91,207.28,12.1,108.9,501.55,183.31,153.11,252.75,119.36,291.9,159.1,31.49,94.68,51.07,321.63,28.79,86.68,41.51,130.09,446.37,483.58,97.39,302.38,38.67,156.38,268.16,24.81,90.62,28.23,235.76,212.96,141.51,57.77,83.6,37.02,144.27,105.71,75.06,226.71,139.13,169.75,171.51,69.44,1754.44,43.0044,152.96,285.8,35.39,536.7,212.0,282.0,140.52,137.9,141.51,60.27,353.08,142.35,53.47,32.59,66.98,217.34,65.28,35.38,290.16,57.73,38.52,66.25,267.83,95.02,129.63,185.2,153.12,223.92,56.78,34.75,138.04,135.9,34.57,9.56,40.23,89.38,204.18,143.86,75.73,57.36,178.51,162.58,43.51,75.38,102.58,1143.9,30.14,215.33,14.61,62.32,49.05
2022-10-21,145.15,236.63,100.65,119.32,129.4,214.44,12.37,114.62,513.92,186.4,156.45,258.45,120.86,297.9,160.58,32.66,96.44,51.89,333.06,30.09,89.23,42.35,133.85,459.4,493.39,100.79,306.37,39.68,159.03,289.57,25.66,90.48,28.25,240.28,214.28,147.03,58.82,85.2,38.78,148.36,109.25,76.37,230.82,141.32,173.62,181.92,71.82,1803.08,44.756,156.79,289.63,35.83,560.04,218.49,288.73,143.22,135.6,145.9,61.76,370.02,145.28,53.89,34.11,70.32,220.43,67.51,36.13,300.0,58.64,39.73,67.4,274.09,95.59,133.53,190.58,153.64,226.71,57.76,35.69,141.85,140.21,35.87,9.9,40.57,91.85,192.48,149.68,78.57,57.84,184.78,167.68,43.8,76.91,104.08,1174.38,32.25,221.7,14.95,63.82,50.37
2022-10-24,147.29,241.65,102.03,119.82,129.11,211.25,12.5,114.76,521.5,186.73,158.55,265.7,121.6,301.08,164.87,32.77,97.11,53.38,340.03,30.54,90.81,43.16,137.34,477.45,501.61,100.48,316.22,40.37,159.51,282.45,25.86,93.55,28.81,241.0,220.48,148.81,58.7,84.73,39.29,150.15,109.86,76.97,239.41,142.05,178.61,182.95,72.01,1789.0,45.0879,156.74,293.98,36.38,573.34,220.27,294.11,145.33,137.14,148.31,62.86,372.76,146.73,55.19,34.81,70.53,224.38,67.88,36.88,310.5,58.72,39.86,67.92,278.39,95.86,135.67,195.96,156.39,229.18,58.19,36.67,144.3,138.24,36.33,10.13,40.98,91.81,205.89,151.13,79.26,58.3,189.65,171.07,45.06,77.24,105.81,1197.14,32.92,224.95,14.75,65.85,51.41
2022-10-25,150.14,244.98,103.98,120.6,136.86,222.41,13.16,115.06,520.17,190.32,158.3,272.26,123.0,306.8,165.41,33.07,96.46,54.66,343.36,30.78,91.13,43.36,136.37,479.46,511.15,103.09,323.79,41.13,164.09,291.02,26.08,93.23,29.25,241.39,220.66,149.27,61.47,88.3,39.34,149.66,112.49,78.12,238.2,146.65,184.55,186.33,72.99,1854.34,44.8667,158.37,305.37,37.16,596.31,237.87,297.91,148.18,142.35,151.96,63.41,378.3,147.71,55.73,36.07,70.75,225.19,69.57,37.15,309.21,59.75,40.68,68.62,273.97,100.46,139.97,194.08,158.66,236.36,58.99,37.7,148.73,140.0,36.9,10.42,41.3,91.65,209.85,151.57,79.89,58.99,194.46,167.55,45.83,78.52,109.13,1230.89,33.3,231.05,14.94,66.0,51.36
2022-10-26,147.2,226.08,94.48,115.66,129.21,224.64,12.8,116.39,523.01,199.09,159.69,272.16,123.87,314.78,166.16,33.36,97.61,55.07,349.77,30.85,91.78,43.69,138.81,479.84,499.61,103.35,320.48,41.15,158.77,298.62,25.89,93.67,29.2,242.22,222.33,145.33,59.73,88.95,39.74,151.44,111.49,79.08,244.31,133.79,184.26,188.36,73.35,1831.5,46.3786,160.33,304.88,37.5,598.06,241.66,301.77,147.56,142.22,152.85,64.52,377.87,149.76,56.28,36.9,72.37,222.7,70.04,37.61,311.18,59.68,40.76,69.25,271.17,101.89,139.46,196.7,153.78,236.79,59.17,38.01,147.97,135.23,37.46,10.41,41.79,93.51,212.86,151.19,80.5,59.15,196.06,167.84,46.01,78.55,109.78,1262.83,34.73,230.39,15.13,65.77,51.29
